lectureID,videoWeek,videoID,videoDuration,initTime,user,currentTime,eventTime,eventType,pauseState,playbackRate,seekType,seekFrom,seekTo,interval,jumpedTime,timeSinceStart,pauseType,numOfQuizzes,pauseDuration,isScroll
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,0,1.35057089264e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.792,NA,0,NA,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,412.183258057,1.35057130572e+12,pause,True,1,NA,NA,NA,413.087,NA,413.879,DEFAULT,0,130.893,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,412.640167236,1.35057143662e+12,play,False,1,NA,NA,NA,130.893,NA,544.772,NA,0,NA,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,412.640167236,1.35057143674e+12,pause,True,1,NA,NA,NA,0.129,NA,544.901,DEFAULT,0,0.001,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,412.640167236,1.35057143675e+12,play,False,1,NA,NA,NA,0.001,NA,544.902,NA,0,NA,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,412.640167236,1.35057143675e+12,pause,True,1,NA,NA,NA,0.003,NA,544.905,DEFAULT,0,1.708,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,413.464019775,1.35057143846e+12,play,False,1,NA,NA,NA,1.708,NA,546.613,NA,0,NA,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,651.632629395,1.35057167761e+12,pause,True,1,NA,NA,NA,239.15,NA,785.763,DEFAULT,0,162.622,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,651.636291504,1.35057184023e+12,play,False,1,NA,NA,NA,162.622,NA,948.385,NA,0,NA,NA
97,5,7,780,1.35057089184e+12,f7cbb9aed0f0f9e62a7e455196f7808612b36674,780,1.35057196876e+12,pause,True,1,NA,NA,NA,128.534,NA,1076.919,PLAYEND,0,NA,NA
97,5,7,780,1.35082309932e+12,e82f7cfb94fce4ba37b14543a2db49c271bad07d,0,1.35082309935e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.031,NA,0,NA,NA
97,5,7,780,1.35082309932e+12,e82f7cfb94fce4ba37b14543a2db49c271bad07d,651.66229248,1.35082375133e+12,pause,True,1,NA,NA,NA,651.982,NA,652.013,DEFAULT,0,32.601,NA
97,5,7,780,1.35082309932e+12,e82f7cfb94fce4ba37b14543a2db49c271bad07d,652.260070801,1.35082378393e+12,play,False,1,NA,NA,NA,32.601,NA,684.614,NA,0,NA,NA
97,5,7,780,1.35082309932e+12,e82f7cfb94fce4ba37b14543a2db49c271bad07d,780,1.3508239117e+12,pause,True,1,NA,NA,NA,127.773,NA,812.387,PLAYEND,0,NA,NA
97,5,7,780,1.35061065582e+12,547e4aa32ecb69a5b6dec628531542109f735c7d,0,1.35061065584e+12,play,False,1,NA,NA,NA,PlayStart,NA,0.019,NA,0,NA,NA
97,5,7,780,1.35061065582e+12,547e4aa32ecb69a5b6dec628531542109f735c7d,282.39755249,1.3506109387e+12,pause,True,1,NA,NA,NA,282.861,NA,282.88,DEFAULT,0,8262.242,NA
